"name","item"
"IT'S MALABAR RESTAURANT","Parotta"
"Spicy Hut Parcel Point","Parotta"
"Chillies Restaurant","Parotta"
"Sai food hub","Parle Vanilla Cake"
"Mita Home Food","Paratha"
"Gurudev Gujarati Thali And Snacks","Paratha"
"GJ 25 Kathiyawadi Thali","Paratha"
"Appaji Mane","Paratha"
"CHICKEN VILLA","Paratha"
"Punjab Da Chaska","Paratha"
"Shree Ram Vijay Hindu Hotel","Paratha"
"Tasty BiteZ","Paratha"
"Rane Da Dhaba","Paratha"
"New India Fry Center","Paratha"
"Gormoh","Paratha"
"Dastarkhwan","Paratha"
"Yb Restaurant","Paratha"
"Hyderabadi Hut","Paratha"
"Ghufranas","Paratha"
"SAURSHTRA NI PANGAT","Paratha"
"Kumarakom","Paratha"
"R.j ka chinese chatkara","Paratha"
"Shiv Shakti Hotel And Restaurant","Paper Masala Dosa"
"Sunil Bangarpet Chats","Papdi Chat"
"Nirala Chat","Papdi Chaat"
"Jodhpuri Kachori","Papadi Chat"
"Marwar's","Papad Ki Sabji"
"SAFA RESTAURANT","Papad [1 Pc]"
"Hotel Nizami","PAPAD"
"Hotel Gokul","Papad"
"Nisha Gujarati Thali","Papad"
"Jamanvar Gujarati Thal","Papad"
"Sai Caterers & Fast Food","Panner Uttapam"
"SUDAM PURI PURE VEG FAMILY RESTAURANT","Panner Butter Masala"
"Chef's World","Panner Butter Masala"
"Sardarji Ka Dhaba","Panner Butter Masala"
"Kapildev Fast food","Panjab Da Paratha"
"AMBALA CHAAT HOUSE (Old is gold)","Pani Wale Golgappe (7 Pcs)"
"Ashok Chat Corner","Pani Puri (20 Pcs)"
"BANGARPET CHATS","Pani Puri"
"Sri Venkateshwara Hot Chips","Pani Puri"
"Ridhi Sidhi Pani Puri","Pani Puri"
"Dhan Laxmi","Paneer Toofani (300 gms)"
"Grill Masters","Paneer Tikka Sandwich"
"Bihari Zayka","Paneer Tikka Roll"
"MACK bite's","Paneer Tikka Roll"
"Swaad Ratnam","Paneer Tikka Roll"
"Raj Sandwich Hub","Paneer Tikka Roll"
"Rolls Factory","Paneer Tikka Roll"
"Khan Saheb Grills and Rolls","Paneer Tikka Roll"
"Nanka's Kitchen","Paneer Tikka Roll"
"Vandana Foods","Paneer Tikka Roll"
"GREAT KABAB JUNCTION","Paneer Tikka Roll"
"Le Centre Ville","Paneer Tikka Roll"
"Bbq Magic","Paneer Tikka Roll"
"Kumar's Kitchen","Paneer Tikka Roll"
"Parosa","Paneer Tikka Roll"
"Mr. Rollwala","Paneer Tikka Roll"
"rolling momos","Paneer Tikka Roll"
"Delhi Tikka Express","Paneer Tikka Roll"
"Punjabiyat - By Jassi De Parathe","Paneer Tikka Masala."
"Shubh Anand Hi Anand Bhojnalaya","Paneer Tikka Masala (s.a.a)"
"Afood Aholic","Paneer Tikka Masala"
"Krishna Snacks","Paneer Tikka Masala"
"Hotel Greenland","Paneer Tikka Masala"
"Food Junction","Paneer Tikka Dry (9 Pcs)"
"Hotel Abha Regency","Paneer Tikka"
"La Milano Pizzeria","Paneer Tikka"
"Kathiyawadi king","Paneer Tikka"
"Lake Vinora","Paneer Tikka"
"HOTEL JAGDAMB","Paneer Tikka"
"Hotel Nandanvan","Paneer Tikka"
"DAWAT-E-PUNJAB","Paneer Tikka"
"Kundana Andhrastyle family restaurant","Paneer Tikka"
"Blue'S Kitchen","Paneer Tikka"
"Hotel Rajpath","Paneer Tikka"
"Black Yard Multicusine","Paneer Tikka"
"The Punjabi Rasoi","Paneer Tikka"
"Daddy Plz Dosa","Paneer Tikka"
"BISTRO BY PIZZAWALA","Paneer Tikka"
"KABAB MAHAL","Paneer Tikka"
"Apni Rasoi","Paneer Tikka"
"Nanda's Hotel and Restaurant","Paneer Tikka"
"Lola","Paneer Tikka"
"The Next Door","Paneer Tikka"
"Nutri Kulcha Champ & Burger Snack Point","Paneer Tikka"
"Brahmins Express","Paneer Tikka"
"Love Thy Pizza","Paneer Tikka"
"Biryani House","Paneer Tikka"
"Punjabi Gali","Paneer Tikka"
"Aata Uuta Maathu","Paneer Tikka"
"Pick N Move Bar-B-Que","Paneer Tikka"
"Biryani Co. - Dum Biryanis Made to Order","Paneer Tikka"
"Chilled N Chilli Family Restaraunt","Paneer Tikka"
"Perfecto","Paneer Tikka"
"Jiva Hotel","Paneer Tikka"
"The Local-Terrace Drinkery","Paneer Tikka"
"FOOD BITES","Paneer Tikka"
"Desi Express","Paneer Tikka"
"SURBHI PAVBHAJI CENTER","Paneer Tikka"
"Mughal -E- Azam","Paneer Tikka"
"Koyla Dum Biryanis & Kebabs","Paneer Tikka"
"Bhole chature","Paneer Tikka"
"The Indian Heat","Paneer Tikka"
"SAI REGENCY","Paneer Tikka"
"Swad-E-Punjab","Paneer Tikka"
"Brother's Chaap and Dhaba","Paneer Tikka"
"Husaini Family Restaurant","Paneer Tikka"
"Koyla Dum Biryani & Kabab","Paneer Tikka"
"The Ame Rock Pizza Pie","Paneer Tikka"
"Koyla - Rolls & Kebabs","Paneer Tikka"
"MADURAI RESTAURANT","Paneer Tikka"
"Bhagyesh Fast Food","Paneer Tikka"
"Foodeez","Paneer Tikka"
"Gourmet Couch By ITC Mughal","Paneer Tikka"
"T3 Table To Taste","Paneer Tikka"
"Desire and Destiny Restaurant","Paneer Tikka"
"Tandoor Box","Paneer Tikka"
"0620 Kitchen","Paneer Tikka"
"Beotra Dairy","Paneer Tikka"
"Yumwich","Paneer Tikka"
"The Food Stories","Paneer Tikka"
"Goodluck Kitchen","Paneer Tikka"
"RAJWADI FAMILY RESTRO","Paneer Tikka"
"B Square Fine Dine Restaurant","Paneer Tikka"
"Yumwich Cidco","Paneer Tikka"
"7 Heaven Restro","Paneer Tikka"
"The Food Corner","Paneer Tikka"
"TARTE FAMILY RESTAURANT","Paneer Tikka"
"BEANS BUNS CURRIES","Paneer Tikka"
"Rangoli Family Garden Restaurant","Paneer Tikka"
"Zandoor","Paneer Tikka"
"Mahaveer Restaurant","Paneer Tikka"
"Midnight Mania","Paneer Tikka"
"Mezbaan Restaurant","Paneer Tikka"
"Mezbaan Chick Fish","Paneer Tikka"
"Ziu's kitchen","Paneer Tikka"
"Zodiac by Fortune Landmark","Paneer Tikka"
"MEME FOODIES CORNER","Paneer Tikka"
"The Chef Kitchen","Paneer Tikka"
"The Chaap Master","Paneer Tikka"
"Ching Chaap","Paneer Tikka"
"Rosie's kitchen","Paneer Tikka"
"Gavy Soya Champ & Snacks","Paneer Tikka"
"ROMOS Bistro","Paneer Tikka"
"The Basement","Paneer Tikka"
"Parag Restaurant","Paneer Tikka"
"Priti Momos & Chinese Food Corner","Paneer Tandoori Momos [6pieces]"
"Milan Frankie","Paneer Tandoori Frankie"
"vivan bakers","Paneer Steam Momo 6Pcs"
"WELLYF","Paneer Steak"
"Kwality's Snack Shoppe","Paneer Steak"
"The Arabian Shawarma","Paneer Shawarma"
"Aaisha's Kitchen","Paneer Shak"
"Pasta Wraps & Salad","Paneer Sandwich"
"Snacks & Sundaes","Paneer Sandwich"
"The Sandwich Co","Paneer Sandwich"
"FresHub","Paneer Sandwich"
"DS PUNJAB KULFI SHAKES AND SNACKS","Paneer Sandwich"
"Hot Snackpot","Paneer Sandwich"
"PASTA 99","Paneer Sandwich"
"CLAY POT TEA","Paneer Sandwich"
"Hunger n hunt","Paneer Sandwich"
"Healthy Bowl","Paneer Sandwich"
"Mozon Burger","Paneer Sandwich"
"Hunger Games","Paneer Sandwich"
"Chill Out","Paneer Sandwich"
"Krishna burgers and beverages","Paneer Sandwich"
"Poonam Cafe","Paneer Sandwich"
"Oh! Bambai","Paneer Sandwich"
"Chhipa juice and fastfood corner","Paneer Sandwich"
"Aryan Maggi Stall","Paneer Sandwich"
"Skyline Pizza","Paneer Sandwich"
"CAKE AND BAKE","Paneer Sandwich"
"Sam Uncle","Paneer Sandwich"
"FOOD JUNCTION","Paneer Sandwich"
"Indo Neps Fast Food","Paneer Sandwich"
"Bombay Chat House","Paneer Sandwich"
"Alig day night cafe","Paneer Sandwich"
"Buy 1 Get 1 Free","Paneer Sandwich"
"Dark & White Cafe","Paneer Sandwich"
"Cafe Knight Riders","Paneer Sandwich"
"Atreyee","Paneer Sabji"
"Cafe Connection","Paneer Roll"
"The Tea Pie","Paneer Roll"
"Qwik Bites","Paneer Roll"
"Breakfast Junction","Paneer Roll"
"Sliders n Rolls","Paneer Roll"
"Daily Food Service","Paneer Roll"
"Samosa Experience","Paneer Roll"
"Shiva Fast Food & Shakes","Paneer Roll"
"The Moghal","Paneer Roll"
"SLV Tastyy Home Kitchen","Paneer Roll"
"Paku Da Fast Food Centre","Paneer Roll"
"Deep Chinese Fast Food","Paneer Roll"
"Dhaba Runner","Paneer Roll"
"Kanchan Egg Roll","Paneer Roll"
"Aahare Bahare","Paneer Roll"
"King Of Chicken","Paneer Roll"
"Royal Calcutta Restaurant","Paneer Roll"
"Raymoti Restaurant","Paneer Roll"
"ZEE'S CAFE/ SAKA LUCKSON MARING","Paneer Roll"
"The BRB Cafe","Paneer Roll"
"Bhole's Rock&Rolls","Paneer Roll"
"Mr. Chop Shop","Paneer Roll"
"Roll It Up","Paneer Roll"
"RollsKing","Paneer Roll"
"Pizza Khalo","Paneer Roll"
"Goli Vada Pav","Paneer Roll"
"ROCK  N  ROLL","Paneer Roll"
"ANDRA DEADLY VEG","Paneer Roll"
"Goli Vada Pav No .1","Paneer Roll"
"Goli Vada Pav No. 1","Paneer Roll"
"Delhi Darbar (Sakchi )","Paneer Roll"
"Goli Vada Pav No.1","Paneer Roll"
"The Shree Balaji Food Ponit","Paneer Roll"
"Rolls King","Paneer Roll"
"Shaa'z Al Arabia","Paneer Roll"
"7th Heaven Cakes & Desserts","Paneer Roll"
"Rock N Roll","Paneer Roll"
"Classic Restaurant And Fast Food","Paneer Roll"
"Kathi junction","Paneer roll"
"Cook'S Corner","Paneer roll"
"A1 Pakiza roll corner","Paneer roll"
"Urban Spice","Paneer Pulao"
"Bhagwati Khana Khajana","Paneer Pulao"
"Pratap Bhajipav And Pulav","Paneer Pulao"
"New Royal Veg","Paneer Pulao"
"Lazeez Ambur Dum Biryani","Paneer Pulao"
"Deshmukh Paratha House","Paneer Pulao"
"NAMASTEY IDLY CHINESE & SNACKS","Paneer Pulao"
"The Matka Khichdi","Paneer Pulao"
"Om Food Center","Paneer Pulao"
"Alif Sandburg","Paneer Pizza (6.5')"
"Black Jack Fastfood","Paneer Pizza"
"Delicious Pizza","Paneer Pizza"
"Anu Home Foods","Paneer Pizza"
"Taste 4U Bakers","Paneer Pizza"
"Garden Coffee's","Paneer Pizza"
"Bond Over Cafe","Paneer Pizza"
"Meet N Treat","Paneer Pizza"
"master fast food","Paneer Pizza"
"Vimal Cafe","Paneer Pizza"
"Night Bird Cafe","Paneer Pizza"
"Mast Marathi","Paneer Pav Bhaji"
"Desi Jaika Restaurant","Paneer Pasanda"
"HASMUKH RASOI","Paneer Pasanda"
"Banerjee'S Alfa Restaurant","Paneer Pasanda"
"AK FAMILY RESTAURANT","Paneer Pasanda"
"Udipi Hotel","Paneer Pasanda"
"Charcoal Restro And Lounge","Paneer Pasanda"
"Clove 99 Restaurant","Paneer Pasanda"
"Banna Ka Dhaba","Paneer Pasanda"
"Landscape Restaurant and Banquet","Paneer Pasanda"
"The Eternity","Paneer Pasanda"
"Jalaram Food","Paneer Pasanda"
"Rasthal Restaurant","Paneer Pasanda"
"Chowmein","Paneer Pasanda"
"the crazy bite","Paneer Pasanda"
"Page One","Paneer Pasanda"
"Shree Annapurna","Paneer Pasanda"
"Dhosa Hub","Paneer Pasanda"
"Dittu Ka Dhaba","Paneer Pasanda"
"Punjabi Spices","Paneer Pasanda"
"Kaka Ni Bhajipav & Fast Food","Paneer Pasanda"
"Tandoor Point","Paneer Paratha"
"Shri Krishna Misthan Bhandar Mandir Shri Longawali  Devi Ji","Paneer Pakora"
"Khanna Sweets","Paneer Pakora"
"Celebrations Restaurant","Paneer Pakora"
"Vinaya cafe RNS","Paneer Pakora"
"Ramji Chole Bhature Center","Paneer Pakora"
"City of Combos!","Paneer Pakora"
"Malhotra Sweets","Paneer Pakora"
"Shri Gupta Masala Dosa","Paneer Pakora"
"Desi Khana","Paneer Pakora"
"GraviTEA","Paneer Pakora"
"Sri Rajasthani Foods","Paneer Pakora"
"U & Me Pure Veg Restaurant","Paneer Pakora"
"Dosa king","Paneer Pakora"
"Orchid Fast Food Restaurant","Paneer Pakora"
"Bira Sweets","Paneer pakoda"
"CHAAT KA CHASKA","Paneer Momos"
"Momos Point","Paneer Momos"
"GRILL AND CHILL","Paneer Momos"
"Delhi Belly-Bodakdev","Paneer Momos"
"99 BITES","Paneer Momos"
"AL-TAJ","Paneer Manchurian"
"Kitchen Queen","Paneer Manchurian"
"My Second wife's kitchen","Paneer Manchurian"
"Sabrosa Plato","Paneer Manchurian"
"Season 9","Paneer Manchurian"
"Delhi Wala Paratha","Paneer Manchurian"
"Chatpata Corner","Paneer Manchurian"
"KadiPatta Cafe","Paneer Manchurian"
"Flavours Hut","Paneer Manchurian"
"LIFEMATE ROLICE","Paneer Manchurian"
"DHANVITHA ENTERPRISES (ALCHEMY RESTAURANT)","Paneer Manchurian"
"Kia's Kitchen","Paneer Manchurian"
"MANU'S KITCHEN","Paneer Manchurian"
"Pizza Hub Express","Paneer Manchurian"
"Punjabi Kadhai Restaurant","Paneer Manchurian"
"FOOD BOX","Paneer Manchurian"
"HOTEL DS INTERNATIONAL","Paneer Manchurian"
"Kebab Kings","Paneer Manchurian"
"Great Chinese","Paneer Manchurian"
"DELIGHT FOOD CORNER","Paneer Manchurian"
"Monu Punjabi Dhaba","Paneer Manchurian"
"Shahi Biriyani","Paneer Manchurian"
"KOTHIMBIR CHICKEN BIRYANI","Paneer Manchurian"
"Rise Up","Paneer Manchurian"
"Mrignainy Restaurant","Paneer Manchurian"
"Momo N' Cafe","Paneer Manchurian"
"Hungry Tomato","Paneer Manchurian"
"THALI SPECIAL","Paneer Manchurian"
"Divyanshi fast food center","Paneer Manchurian"
"Pride Kitchen Hydrabadi Biryani","Paneer Manchurian"
"Toothpick","Paneer Manchurian"
"The Corner Of Chow","Paneer Manchurian"
"SEA MEEN RESTAURANT","Paneer Manchurian"
"Happy Belly Restaurant","Paneer Manchurian"
"Razi Arabia","Paneer Manchurian"
"Shree Restaurant","Paneer Manchurian"
"Coastal Grill","Paneer Manchurian"
"White Horse Family Restaurant","Paneer Manchurian"
"Clean & Safe Food","Paneer Manchurian"
"WALK IN DINE","Paneer Manchurian"
"New Zulfiqar HOTEL","Paneer Manchurian"
"Shiv Shakti Dhaba (Khoraj)","Paneer Manchurian"
"Asian Inn","Paneer Manchurian"
"Castle of Biriyani","Paneer Makhni Roll"
"The Wrap Co.","Paneer Makhani Wrap"
"Bowlwrrap By Birmies","Paneer Makhani Wrap"
"PIZZA SHUTTLE","Paneer Makhani Pizza"
"MBA In Khichdi","Paneer Makhani Khichdi (Curd"
"MC Burger Hut","Paneer Makhani Burger"
"The Bowl Company","Paneer Makhani Biryani"
"Khichdi Etc","Paneer Lababdar [250 Ml] + 2 Tawa Paratha + Papad + Pickle"
"The Red Bistro","Paneer Lababdar"
"SHIVANI'S KITCHEN","Paneer Lababdar"
"Gaurav Maratha","Paneer Lababdar"
"Kunjilal Food House","Paneer Lababdar"
"Tandoori Grill","Paneer Lababdar"
"Meal Avid","Paneer Lababdar"
"THE ROOF PARK CAFE AND RESTRO","Paneer Lababdar"
"Harilal Ka Bihari Dhaba","Paneer Lababdar"
"Shivkrupa Food","Paneer Lababdar"
"The Bawarchi","Paneer Lababdar"
"Moti Mahal Delux Tandoori Trail","Paneer Lababdar"
"Delhi Tandoor","Paneer Lababdar"
"Bluez Terrace Cafe","Paneer Lababdar"
"Kiskey Whiskey","Paneer Lababdar"
"Ornate","Paneer Lababdar"
"Kohinoor Plaza","Paneer Lababdar"
"Mirch Masala","Paneer Lababdar"
"Chicago Pizza","Paneer Lababdar"
"The Desi Chaska","Paneer Lababdar"
"FUSION BAR AND RESTAURANT","Paneer Lababdar"
"BASMATI'S BRIYANI NATION","Paneer Lababdar"
"Happy Eats","Paneer Lababdar"
"BASHU SWEETS","Paneer Lababdar"
"Food house","Paneer Lababdar"
"Mr. Spoon","Paneer Lababdar"
"Celebrations","Paneer Lababdar"
"Hm Kathiyawadi","Paneer Lababdar"
"Shree Ram Cafe","Paneer Lababdar"
"d'masiko cafe restro","Paneer Lababdar"
"Mauj","Paneer Lababdar"
"Punjab Junction Parcel Point And Restaurant","Paneer Lababdar"
"Allahabad Cafe","Paneer Lababdar"
"Sardaar Ji","Paneer Lababdar"
"Sher-e-punjab dhabha","Paneer Lababdar"
"Silbatti","Paneer Lababdar"
"Amritsari Food Junction","Paneer Lababdar"
"Hotel Sher E Punjab","Paneer Lababdar"
"Shiv Shakti Fast Food","Paneer Lababdar"
"Tadkaa Maarke","Paneer Lababdar"
"Kapoor's Kitchen","Paneer Lababdar"
"Zaal","Paneer Kurma"
"Alwar Student Center","Paneer Kullad Pizza"
"Le Centre Villie","Paneer Kulcha"
"Yak Cafe","Paneer Kulcha"
"The Leela Bhartiya City","Paneer Kulcha"
"Sardaran Da Dhaba (Kulcha Hutt)","Paneer Kulcha"
"Chennai Express","Paneer Kulcha"
"Amritsari Kulche  - Food Orbit","Paneer Kulcha"
"Combo 100","Paneer Kulcha"
"Amritsari Kulcha Sardarji Ludhiana Waale","Paneer Kulcha"
"PANCHAMRITAM KHATTA MEETHA","Paneer Kulcha"
"Spice N Grill","Paneer Kulcha"
"Riviera Restaurant","Paneer Kofta"
"Sagar fast food","Paneer Kofta"
"Chhabda's Urban Tadka","Paneer Kofta"
"Udupi Shrikrishna Veg Restaurant","Paneer Kofta"
"Hotel Sagar","Paneer Kofta"
"Swasti Niramish Hotel","Paneer Kofta"
"The Golden Spoon","Paneer Kofta"
"Earthen Oven","Paneer Khurchan"
"MoMo Cafe - Courtyard By Marriott","Paneer Kathi Roll"
"Cafe G - Holiday Inn Agra","Paneer Kathi Roll"
"Shan-E-Hind","Paneer Kathi Roll"
"Red Chili Indian Restaurant","Paneer Kathi Roll"
"Kava - Fairfield by Marriott Whitefield","Paneer Kathi Roll"
"Fozzies on a roll","Paneer Kathi Roll"
"Cafe Crown Pizza","Paneer Kathi Roll"
"Shawarma n rolls","Paneer Kathi Roll"
"Z BLACK CAFE","Paneer Kathi Roll"
"Veera Da Dhaba","Paneer Kaleji"
"Pocket Friendly Pure Veg","Paneer Hong Kong"
"B-Hive","Paneer Hariyali Tikka"
"Chef On Wheels","Paneer Hariyali Roll"
"Bhavnaben Raval","Paneer Handi (300 gms)"
"MAM - My Aunty Mane","Paneer Ghee Roast"
"Indian Food Factory","Paneer Fried Rice"
"Empire Takeaway (BBQ & Shawarma's )","Paneer Fried Rice"
"CAFE HIDE OUT","Paneer Fried Rice"
"The great Wall","Paneer Fried Rice"
"R Nandini Family Restaurant","Paneer Fried Rice"
"Vijay Hotel","Paneer Fried Rice"
"Nanda's","Paneer Fried Rice"
"Cheeky's Chicken","Paneer Fried Rice"
"Lotus Grand Family Restaurant","Paneer Fried Rice"
"Momos Wala","Paneer Fried Rice"
"Saheba Restaurant","Paneer Fried Rice"
"Deepthi Pure Veg  family restaurant","Paneer Fried Rice"
"Jeni's Kitchen","Paneer Fried Rice"
"The Food Flora","Paneer Fried Rice"
"Pandit's Pakka Veg","Paneer Fried Rice"
"chinese lake","Paneer Fried Rice"
"CHABAO","Paneer Fried Rice"
"M GRILL","Paneer Fried Rice"
"Balaji food","Paneer Fried Rice"
"South Indian Corner","Paneer Fried Rice"
"Chowrastaa","Paneer Fried Rice"
"Chuckling Chinese","Paneer Fried Rice"
"CHOLE BHATURA AND PARATHAS","Paneer Fried Rice"
"MUGHAL ZONE","Paneer Do Pyaja"
"Satyam Restaurant","Paneer Do Pyaja"
"Franky Station-Science City","Paneer Delight"
"Momos Adda","Paneer Cream Momos[8c]"
"Indrapuri Sweets","Paneer Chow Mein"
"Punjabi Bhatura House","Paneer Chole Bhatoora 2 Pcs"
"The Frying Pan","Paneer Chilli Dry"
"Chinese.Com","Paneer Chilli Dry"
"Rotti Shotti","Paneer Chilli Dry"
"Chula Matka Biryani Kitchen","Paneer Chilli Dry"
"Chulah Matka Biryani Kitchen","Paneer Chilli Dry"
"Rudra Food Chinese","Paneer Chilli Dry"
"Chachas Chinese Food","Paneer Chilli Dry"
"Punjab Ka Tadka","Paneer Chilli Dry"
"Punjab Da Pind","Paneer Chilli Dry"
"Sea Food Kitchen","Paneer Chilli Dry"
"Shahi Bavarchi Restro","Paneer Chilli Dry"
"Shahi Tawa Fry","Paneer Chilli Dry"
"Delight","Paneer Chilli Dry"
"Pajji Da Dhaba","Paneer Chilli Dry"
"Oriental Food","Paneer Chilli Dry"
"Orchid by Fortune Inn haveli","Paneer Chilli Dry"
"Shriniwas restaurant","Paneer Chilli Dry"
"Dragon 17 Chinese","Paneer Chilli Dry"
"Dreams & Mocktails - The Cafe","Paneer Chilli Dry"
"New Prince Chinese Food","Paneer Chilli Dry"
"Sparta Cafe","Paneer Chilli Dry"
"Tandoor N Tadka","Paneer Chilli Dry"
"Beijing Chicken Lollipops","Paneer Chilli Dry"
"Bansi Restaurant","Paneer Chilli Dry"
"Mayuri","Paneer Chilli Dry"
"Masala Twist","Paneer Chilli Dry"
"Marshall Restaurant","Paneer Chilli Dry"
"The Chinese Chaska","Paneer Chilli Dry"
"THE CHINESE POINT","Paneer Chilli Dry"
"Haalo Kathiyawad...","Paneer Chilli Dry"
"Lillian'S Yummy Yummy Momo'S And More.....","Paneer Chilli Dry"
"Lemon Restaurant","Paneer Chilli Dry"
"Hot Lee Chinese","Paneer Chilli Dry"
"Hot Pepper House- Indo Chinese - Food Orbit","Paneer Chilli Dry"
"Khawa Karpo","Paneer Chilli Dry"
"Hotel Downtown","Paneer Chilli Dry"
"Vintage Hut","Paneer Chilli Dry"
"Just Live Restaurant","Paneer Chilli Dry"
"HOUSE OF DELICIOUS","Paneer Chilli Dry"
"Aavkar Restaurant","Paneer Chilli Dry"
"Aashirwad Inn Fast Food","Paneer Chilli Dry"
"Hunger'S Cuisine The Cafe","Paneer Chilli Dry"
"Jaydeep Khana Khazana","Paneer Chilli Dry"
"Yumazing Multi Food Cafe","Paneer Chilli Dry"
"Hasty & Tasty sandwich cafe","Paneer Cheese Sandwich"
"PIZZA SHOP","Paneer Cheese Sandwich"
"Balaji Bombay Vada Pav Gujarati Dabeli","Paneer Cheese Sandwich"
"JUST SANDWICHS","Paneer Cheese Sandwich"
"KVS from North","Paneer Cheese Sandwich"
"Aura A Food Lounge","Paneer Cheese Sandwich"
"The Paratha Engine","Paneer Cheese Roll"
"Metro Pizza & fast Food","Paneer Cheese Roll"
"Bang Bang Burger","Paneer Cheese Roll"
"MS FOOD","Paneer Cheese Roll"
"THE CHUNKIES CAFE","Paneer Cheese Roll"
"BHOLES ROLLS & CAFE","Paneer Cheese Roll"
"Sandwich Express","Paneer Cheese Roll"
"Mr Sandwichooo","Paneer Cheese Roll"
"Roll House","Paneer Cheese Roll"
"Shake & Snacks","Paneer Cheese Roll"
"Thundai  Thick shakes n more","Paneer Cheese Roll"
"Puffx Live Puff","Paneer Chatani Puff"
"Berojgaar Chaiwala","Paneer Butter Masala Maggi"
"Shree Ram Punjabi & Chinese","Paneer Butter Masala"
"Shree Ram Bhojnalay","Paneer Butter Masala"
"Banana Leaf","Paneer Butter Masala"
"Ghazipuri Pandit jee Bhojnalaya","Paneer Butter Masala"
"The Big Bang Theory","Paneer Butter Masala"
"Gajanand Paratha House","Paneer Butter Masala"
"THE BEST DONNE BIRIYANI","Paneer Butter Masala"
"Thali On","Paneer Butter Masala"
"Gay Time Family Restaurant","Paneer Butter Masala"
"The Cafe Time","Paneer Butter Masala"
"Thalassery Restaurant","Paneer Butter Masala"
"Manmohan Family Restaurant","Paneer Butter Masala"
"Indian Oven","Paneer Butter Masala"
"Indian Masala House","Paneer Butter Masala"
"Chennuru Dum Biryani","Paneer Butter Masala"
"20/20 Mealbox","Paneer Butter Masala"
"Tejas Kitchen Pure Veg Family Restaurant","Paneer Butter Masala"
"Royal Grill","Paneer Butter Masala"
"Roti Mahal 151 Paratha's","Paneer Butter Masala"
"Mangal Murti Dhaba","Paneer Butter Masala"
"From The North","Paneer Butter Masala"
"Badmash Biryani","Paneer Butter Masala"
"Jalaram Parotha House","Paneer Butter Masala"
"Jalaram Parotha House - Townhallwala","Paneer Butter Masala"
"Malabar Cafe","Paneer Butter Masala"
"Mairaj Kitchen Kraft","Paneer Butter Masala"
"Mainlane 2 Chinese And Punjabi","Paneer Butter Masala"
"Fresh Roast - Mani Mansion","Paneer Butter Masala"
"Golden Rasoi Restaurant","Paneer Butter Masala"
"7 Eleven Restaurant","Paneer Butter Masala"
"Taste Of South","Paneer Butter Masala"
"Taste Buds - Your Take Away Kitchen","Paneer Butter Masala"
"7th HEAVEN","Paneer Butter Masala"
"Rajwadi Bhojnalay(Sec 16)","Paneer Butter Masala"
"Rajvee Food Corner","Paneer Butter Masala"
"Jay Ambe Fast Food","Paneer Butter Masala"
"Fountain Mumbai Hotel","Paneer Butter Masala"
"Forno","Paneer Butter Masala"
"Momo Magic Cafe (Sankar Chowmuni)","Paneer Butter Masala"
"Yamuna Fast Food","Paneer Butter Masala"
"Chandni Restaurant","Paneer Butter Masala"
"Jay Jaganath Bengali Mess","Paneer Butter Masala"
"Bhabhi ji ki rasoi","Paneer Butter Masala"
