"name","sum"
"PUNJABI CHASKA","9514"
"Vegish - Your Veg Destination","4505"
"Gunjan Dosa Corner","1042"
"Foodee","250"
"First11 - The Punjabi Kitchen","5116"
"LaCrunchy","380"
"Sri Balaji Family Dhaba","2445"
"Amici Cafe","2560"
"ARABIAN SHAWARMA HUB","1801"
"New Samrat Snacks","19648"
"DESI TEA TIME","1639"
"Sea Food Kitchen","115848"
"OLD JAINA RESTAURANT","5370"
"Fishhouz","83"
"WOW Chinese","1819"
"Foodie Woodie","22903"
"PIZZIANO","1662"
"Persis Cafe","125"
"LAHAB BIRYANI","1921"
"ANDEYWALA","1764"
"Eighteen Calories","83"
"Hungry Halt","51"
"MASALA STORY","69"
"iSiri Cafe","58213"
"Keyars Kitchen","56"
"Jay Mata Di Chat Bhandar","66125"
"Hyderabadi Biryani","12885"
"The Cafeteria","4092"
"Bhargavi Kitchen","9134"
"Monster Burger","4343"
"I'm Thirsty","315"
"HAPPY FOOD'S","37"
"Special Kathi Rolls Of Chandigarh","162"
"AL AMIN CHICKEN AND MUTTON","917"
"Ustad Hotel","21755"
"Shanghai Court","5615"
"Goud Saahab","1889"
"Divyanka Restaurant","3477"
"Rama Chole Bhature","213"
"Superkitch","218"
"Popular Food Service","93"
"Tea Kahani","10806"
"Down town Cafe","1120"
"SINGH ALL ROUNDER 24X366 RESTAURANT","773"
"Parantha On Call","162"
"The Waffle Garden","236"
"Breakfast Junction","1009"
"Nutrition Theka (Lawrence Road)","51"
"Street Paratha","1912"
"HUNGER SQUAD","120"
"La Roi","310"
"Anvi Rasoi","204"
"JH 10 Cafe","324"
"The Seven Coins Cafe & Resturants","4250"
"Sale & Pepe - Ristorante Italiano","1606"
"THE CAKE BOX","32778"
"Barkha devi Ice cream","417"
"Champaran Matka  Mutton And Chicken Palace","6935"
"D9 Restro   Cafe","22750"
"Spice Zone( Hotel Nataraj)","1194"
"Biryani Den","671"
"Hot N Hale","162"
"Cakes Every Time","472"
"Baav's Bistro","449"
"La Miami Pizza","65"
"Rajbhog","17055"
"Ram Ki Bandi","4439"
"Udaiyar Fast Food","1806"
"Zolo","139"
"The Club","18708"
"Mishti mahal","5218"
"Roshini Hyd Biryani House","39398"
"CHILLI HUT","1199"
"Thakur Sahab Da Dhaba","194"
"HOT DROP PIZZA","181"
"Five Star Chicken East Tambaram","1861"
"Heaven Pizza and Cafe","1704"
"Pipabu","10847"
"Shyvan Fast Food","875"
"Try it out shakes and snacks","528"
"The Saffron Bowl","139"
"LAZIZ TASTE OF INDIA","231"
"Happili Foods","120"
"Spice Biome","2583"
"The Trial Box","25880"
"BAM BAM FOODZ","190"
"Superman Momos","1214"
"SRI BALAJI SUNITHA MULTICUISINE PURE VEG RESTAURAN","60"
"Sree swaadishtam","3269"
"The Indian Gravy House","12880"
"LAZEEZ WOK","713"
"Dings & Dongs","1157"
"DESI SWAD","407"
"SHARMA DAIRY SWEETS AND BAKERY HOME","366"
"Hotel Jalgaon Bharit Centre","139"
"My treat foodcourt","301"
"Wonderdog","14574"
"Paratha eaters and co.","2157"
"CALCUTTA STREET","4801"
"Noodle The Chinese Cuisine","1676"
"Hi Seoul","4523"
"birista","3116"
"THALI EXPRESS","958"
"BIRYANI HOUSE","52791"
"Smile Momo","356"
"Hotel Appa","97"
"NORTH STREET","139"
"Jama masjid Delhi 6 wale","315"
"What a Biryani","79"
"Cake Corner & Bakery","25186"
"Apna Punjab Parattha","28269"
"Ek Dhum Kadak Chai","2611"
"Raju Chat Bhandar (bharat nagar)","398"
"OYE! Halwai","190"
"Thin Tony's Pizza","889"
"Captain Pizza","264"
"D'silva Fast Food - Miramar","319"
"Lala ni Kachchhi Dabeli & Vadapav","93"
"Lime Kitchen","2704"
"Graduates kitchen","551"
"Lassiwala","12611"
"Dimsum & co","542"
"Punjabi Paratha House","1504"
"USTHAD HOTEL","46"
"Inzy's Garden Restaurant","14815"
"JhatPat Chaat","35759"
"Thennamudham","375"
"Pizza Boo","282"
"THINDI ANGADI","10750"
"THANU'S KITCHEN","134"
"Hotel Deep Continental","213"
"Bake My Cakes","528"
"Aslam Bhai Chicken Corner","329"
"Aadhirai","194"
"Kylin Experience","546"
"Churn","6931"
"FAMILY KITCHEN","477"
"FRESH HUT MCD VAN","87773"
"The Smart Bawarchi","9347"
"Papa Pizza","3070"
"AGARWAL SWEET CORNER","8227"
"DELICACY VEG COURT","12083"
"Maa Ooru Biryani","1588"
"CHICKEN JUNCTION","46"
"48 Plates","35551"
"JS pizza","3065"
"Aishu's Kitchen","4259"
"Jay Jhulelal Dal Pakwan","28269"
"FUDBEAT","19843"
"Delicious Dines","49704"
"Rasoi fast food","9824"
"Yumzee Cafe","361"
"CRAZY CUT KITCHEN","190"
"KADAI","1861"
"Meat And Eat - Begur","1681"
"Pasta Planet","139"
"Biryani Mount","65289"
"KITCHEN NO7","2194"
"New BEL Prashanth Naati Corner Family Restaurant","190"
"CYRUS CAFE","3528"
"Anardana Kitchen","22024"
"Maison Du Brownie and Cheese Cake","1523"
"R.R BIRYANI HOTEL","2847"
"GHAR JAISA KHANA","13903"
"ADITYA HOTEL","6810"
"Thickshake Zone","1435"
"Meeting point","366"
"SAI RAM MESS","139"
"Burgerwala","12921"
"SPICY DEN","389"
"COTIJA","907"
"Kachori Wala","243972"
"Famous Makhaniya Lassi","13185"
"Moti Mahal Delux Tandoori Trail","5056"
"Food Smugglers","282"
"DHABA ON HIGHWAY","88"
"AL-TAJ RESTURANT","49704"
"Vella pizza Cafe","222"
"Food Curries","292"
"Top Notch","120"
"Cakes For Couples","204"
"Punjab The Pind","1458"
"Moms momos","111"
"Purana Champaran Handi Meat","1907"
"Shankar's Kitchen","6444"
"Amrutam Hotel","125"
"Rainbow ice chuski","3625"
"Sushi sum","769"
"FRYEO","106"
"Chickeera","141847"
"Ibaco","1286812"
"Golden Oven- Morod","1454"
"WoW! Biryani (Malviya Nagar)","6481"
"Hotel Bhammar","3134"
"Sana Biriyani","565"
"GARHWAL MAHAK CHINESE FOOD","74"
"Hotel Adrija","829"
"JUICE IN JUICE","10046"
"The Cane Station","33495"
"AroHa's Deccan Delicacies Veg & Non-Veg Restaurant","21704"
"Puneri Chai (original)","5037"
"PB 31 Wale Sardar ji veg- non veg Hut","421"
"Mom s Cheese Cake","292"
"Grub Junction","176"
"MULBERRY BAKERS","6074"
"THE RED WOK","153"
"Pehlwan Di Hatti","144"
"London Dairy","132410"
"MANGALORE FISH HOUSE","1778"
"B's Tiffin House","204"
"Cheesecake & co","7616"
"Chai Kahani","33148"
"Kadal Da Meen","18222"
"Rock N Roll","59596"
"Oberoi Restaurant","241"
"Shree Krishna Rasoi","241"
"Tangerine - Davanam Sarovar Portico Suites","315"
"Hotlines Family Restaurant","121593"
"A Cube Restaurant and Cafe","231"
"Dwaraka Multicuisine Restaurant","130"
"THE CAKE SPOT","15875"
"Indian Veg Restaurant","1042"
"KCC(Manjakuppam Road)","15074"
"CAFE 21 B","463"
"Food City","20384"
"Amul Icecream Parlour","371"
"New Alams","2509"
"Hotel Presiedency","3806"
"Al-Mathina RotiWorld","46"
"Bavarchi restaurant","74"
"Leaf Restaurant","37972"
"MADRASI FOODIE","1139"
"Sea Forest","46"
"SR BIRIYANI HOUSE","106"
"Teasers","3139"
"Maa Reddy's Hyderabadi Biryani House","7079"
"Crumb Together","111"
"SV IDLI HOUSE","5690"
"FOOD INDIA","5185"
"ROLLS 100","176"
"punjabi paratha dhaba","139"
"Radio active","477"
"Paras Sweets & Bakery","120"
"London Bubble Co.","39185"
"Cad M Cad B Cafe","5208"
"COALSMOKE BIRYANI","500"
"BHAGYANAGAR SWEETS,DRY FRUITS,CHAT & JUICE","29366"
"Katani Sweets & Dhaba (Sector 67)","1032"
"RD AMBUR HOT DUM BIRYANI","315"
"CAFE MARVEL","968"
"Funchick Fried Chicken","8394"
"Ice N Pizza Cafe","21259"
"Tea Planet","389"
"Saju tea stall","4060"
"The mukhiya cafe & restro","93"
"Awadh express","2662"
"Mr.Food & Miss.Juicy","6532"
"Royal Biryani Darbar","14815"
"Punjab Dhaba","801"
"HOT PAN","1102"
"AL-BEK","20282"
"Sree Ganesh fruit and juice center","7046"
"OM BHOJANALAYA","74"
"Varalakshmi tiffins","130"
"Chine Spice","259"
"PORK HOTEL","1120"
"HOTEL BLUE HEAVEN","1588"
"ZAIKA BIRYANI HOUSE","133472"
"HUNGRY BIRDS","1769"
"Jumbo Combo","46"
"Tadka Point","574"
"Arihant Natural Ice Cream","125"
"Choudhary  cafe","315"
"Mahadev Sweets & Caterers","51"
"Aroma Veg Paradise","3741"
"Ninewatt Coffee","324"
"Chicken Booty","4028"
"Charls Cafe","301"
"99 Variety Dosa Karam","2079"
"Meethimagic","111"
"Shri Ram Chole Bhature & Chur Chur Naan Dilli Wale","144"
"Rice Bowl-Big Table","144"
"Dhaba Ambersariya","7611"
"INDIAN CHOWK","4815"
"FRIENDS DHABA","35148"
"REJUICINATION","16616"
"SAGUN FAST FOOD AND BAKERY CAFE","477"
"Tilak Rasoi","74"
"BIKANER KESARVALA","570"
"Milkshake Shoppe","79"
"TBH-The Big House Cafe","3782"
"The Fresh And Petals","176"
"Sugar N ICE","278"
"Fullon Punjab (Pure Veg)","208"
"Ahobilam Foods - Millet Cave","88"
"The Food Lane","116"
"Diet Tree","10658"
"Kolkata Gol Gappe","24875"
"Coal Barbecues Express","4454"
"Vishal Hotel","884"
"New Ashokam Bhojnalaya","1727"
"HOTEL LAZIZ NONVEG","0"
"Shree Jee Restaurant","6838"
"Curry Kitchen","2347"
"Hong Kong Kitchen","333"
"South Indian Corner","28954"
"Fast Food House","2754"
"B Dass Fast Food & Restaurant","213"
"Healthiemenu","2482"
"Chicken Mafia (By Oasis Green)","1741"
"P HENNA RESTAURANT","11694"
"Jagdamba Confectionery","5667"
"PARATHAS","181"
"THE UNCLE'S CAFE","120"
"Chai Sutta Baar","741"
"Slice of Nest","125"
"Govindaas Sweet and snacks","819"
"Impression Chaap & Momos","9574"
"Myra's Pizza","1796"
"VFC VARIETY FRIED CHICKEN RESTAURANT","2176"
"New Laxmi Sweets & Confectioneries - Meerut Waale","167"
"Dadda's Hotel","125"
"FRESH LAYERS BAKERY","1106"
"Kajania food services","21000"
"O & B CHICKEN","190"
"masha allah chicken shawarma","218"
"Sigdi Restaurant","1245"
"Akshara Food And Tifin Services","1537"
"7 TH HEAVEN","2579"
"FLAVOURS OF INDIA","426"
"Cafe 22","2079"
"MUSCLE FOOD","199"
"Sweet Chariot Cafe","759"
"Simply Desi Chats & More","3056"
"Oven and Loaf","750"
"Sagar Snacks & Tiffin Service","14130"
"Royal Biriyani House","3203"
"AMBUR BIRYANI","157537"
"Bharawan Da Dhaba","18996"
"Pizza Factory@99","796"
"Indiana Cake Boutique","3417"
"Farzi Pav","1963"
"Zoya Fresh Juice","282"
"Salem RR Biriyani Unavagam","43915"
"1985's Vintage PIzza","74"
"Shree Kesar Kitchen","97"
"Bake Avenue","810"
"Shree Sai South Indian Hotel","8648"
"Catch 22","171"
"New Hyderabadi Biriyani Zone","534463"
"Prasad Royal Fast Food Centre","7120"
"SCHEZWAN DELIGHT","46"
"NARANG FOOD CORNER","93296"
"MOTI MAHAL SOCIAL","301"
"Firangi Dhaba","1542"
"SOUL OF CHINA","199"
"The Royal Bistro","1745"
"Detox Kitchen","51"
"Mani's Restaurant","1412"
"Italy Burger","306"
"Shri Ramanaas","120"
"Kathi  Junction","0"
"Sundae Loverz","35810"
"Panda Wokk","1676"
"Chocolate Channel","917"
"Blue Sapphire Rooftop Restaurant","23361"
"TASTY GRILLED","204"
"Vardhams Food Court Pizza World","583"
"24 Hrs Tawa Vs Tandoor","102"
"HUNGRY FREAKERS","97"
"FOOD PORN","43787"
"Hemraj De Mashoor Cholle Kulche","10833"
"Kekiz - The Cake Shop  Ganga Nagar","18708"
"Oasis Lounge Bar","407"
"Nanda's Hotel and Restaurant","995"
"MOROCA","444"
"Jagu Chew Chow","745"
"Shailaja Food Court","278"
"Wild n Mild Grills","1222"
"Hima sri spice snacks","833"
"Punjab's Special","222"
"claws n wings","88"
"CHAWLA JI FRUITS","116"
"HOTEL MS","5472"
"Grillz n gravy","120"
"BURGER MOUNT","296"
"JS TIFFIN CENTER AND FAST FOOD","69"
"Shree laxmi enterprises","15130"
"Love Chinese Corner","12102"
"Blueberry cake cafe","2718"
"North East Cabin","74"
"Kabab","162"
"BHAIYA G CHAAP & CHICKEN POINT","116"
"Aishwarya Pork Hotel","1750"
"Cafe Backstage","1356"
"Fuel cafe","537"
"DAD S PIZZARIA","8116"
"House of Wraps","343"
"Hotel Annalakshmi Chettinad Restaurant","15338"
"Empire juice shop","2968"
"Nyahari Refreshment","3153"
"HYDERABADI KITCHEN'S","384"
"PARATHA WALI","3255"
"LUNCHENOTTE","324"
"ANNAVILLASAM GOURMET VEG","1370"
"salad vibes","792"
"Bachelor kitchen 24x7","417"
"KARAPURAM RESIDENCY","4144"
"Good Food Ventures","694"
"Laasya Tiffins","454"
"The Desserted cafe","773"
"99 Varieties Dosa","97"
"Chanti Riders Kitchen","9157"
"Shree SEVEN FUSION","4495"
"Tasty Ambur Hot Dum Biryani","1292"
"HOME STYLE FOODS","1736"
"Mangaluru Fresh Juice Centre","79"
"Thin Wrap PIZZA CO","65"
"Thottathil Restaurant","282"
"KAVERI KITCHEN'S","139"
"Happy Hour","8046"
"Chats counter","6968"
"William John's pizza","9190"
"DASH POINT","8644"
"ONLY BREADS","7620"
"Atharv food corner","10870"
"Patel's Inn","380"
"Lazio Steaks & More","1630"
"Shree Balaji Fast Food","306"
"ICE N SPICE","550"
"UFO FRIES  AND CORN","370"
"Punjabi Grill Darbar","546"
"ANNDATA KITCHEN","954"
"Matka King","3380"
"Shree Pudla Party","30829"
"Roll Bees","60"
"De Bakery Junction","78394"
"WESTERN PIZZA HUB","3759"
"The Bouvice Cafe","1444"
"Dev Bhoomi Bhojanalaya","139"
"Sri Swapna's Cafe","245"
"Al Rian","384"
"Smiti snacks","3625"
"The Golden Beans","78398"
"Jaatre","2194"
"Saladify","12185"
"Hot P Fastizza Yum","153"
"Singh &  Ching","991"
"MASALA THAAT","10231"
"Maruti Home Made","1611"
"Cafe Green Grass","23361"
"KHURANA SONS","875"
"The Pizza Paradise","73310"
"HAPPY RESTAURANT","37"
"Foodies On-Line","287"
"Padma Pickles and Fast Foods","3102"
"Kebabs and rice station by seelam","5676"
"CALLISTO","450954"
"Breakfast Express","193088"
"Cakes Club.Com","22199"
"New Panna Sweets","162"
"Black forest","71519"
"Tandoori chai & snacks","13986"
"MR.CAFE","2991"
"Pure Eatery Food","6838"
"Pizza Biriyani Express","11787"
"Bite By Bite","444"
"Zoom	Kitchen","255"
"Nice Pizza Sweet Corner","3171"
"farm stories","2144"
"Frankie Nation","7514"
"Biryanwi.com","194"
"IN MY KITCHEN","1083"
"Beyond Temptation","6214"
"Kouzina Kafe -The Food Court","1838"
"Ottoman Baklava","486"
"Cuisine Art Family Restaurant","0"
"Pizza jukebox","926"
"Al Noor Food Court","491"
"Bombay canteen","444"
"Basaveshwara Uttara Karnataka Hotel","1968"
"The Black Olive","454"
"Chinese food kitchen","8231"
"Fruity Fuel","1005"
"SRM Chettinadu Unavagam","4259"
"Shri Bherunath Mix Icecream","2227"
"Lovely pizza","1083"
"Namma Veetu Sapadu","2380"
"Side dish","4704"
"Khan Saheb Grills and Rolls","20565"
"JAGGU CHICKEN CENTRE","55157"
"Momo Miia","968"
"RESTRO 47","421"
"Foodie 51","28444"
"MANA BIRYANI HOUSE","102"
"Hotel Garv Residencia Water Restaurant","1380"
"Swathi Biryani","3296"
"Timpano The Pasta Shop","1120"
"FRIENDZ BISTRO CAFE","97"
"Guru Raghavendra Tiffins","1625"
"Hollywood Tadka","1898"
"The bowl club by Pind Balluchi","33560"
"Green Pan Centre","93"
"Day 2 NIGHT FOOD STREET","1440"
"Chinese by Heart","99232"
"MAMUS FOOD COURT","69"
"Momo Tomo","236"
"Bakeshala","19787"
"Rahhams","245"
"CHIRAG'S KEBAB CORNER","46083"
"New Shere Punjab","2218"
"Unmarried Kitchen - Value Meals and Combos","29758"
"Sri Krishna Upahara","935"
"PIZZA CENTRAL","287"
"Moti Mahal Deluxe","5338"
"KENTAKY FAST FOOD","167"
"WOW BIRYANI","11412"
"Royal Chicken Biryani","4473"
"Brownies The Bake Shop And Cafe (Kusumkhera)","13037"
"Asian Pizzeria","6019"
"DATTAGURU FOOD","213"
"Hira Sweets Express","1273"
"Nanha Punjab","2625"
"MAC PASTRIES AND CAFE","1907"
"Happy Sugar","444"
"Hungry Head","6084"
"Jain Super Chinese","315"
"Pepper Pot Cafe","1676"
"Pizza Republic","3278"
"Rolls Kart","505"
"The grill thrill","2694"
"THE GOLDEN SESAME","167"
"Keuchen Paradise","1449"
"Oven Theory Pizza - OTP","759"
"Burhanpur Jalebi","412"
"Mr.Cake","3639"
"Basic Kitchen","24866"
"The Circulo Bakery","208"
"Mr Indian Pizza Point","343"
"Egurap's home made food court","83"
"Shirdi Food & Snacks","194"
"The House of Waffles & Milkshakes","10671"
"Vaigai Hotel","324"
"Ocado","162"
"Hot & Tasty Chinese Food","314"
"Burger Wala","592"
"Shero Home - My Bowl","921"
"The Backyard Bristo/Grill","1704"
"Ahmediya Lazeez Kabab","9745"
"Madike Briyani","60"
"NEW INDIAN BAKERY","12708"
"Shri Food Planet","68329"
"American Momos","4699"
"THE JUICE D CAFE","6296"
"Golden Family Restaurant","6787"
"PIZZA DELHI 74","704"
"South Dosa Plaza","45055"
"Roti Darbar","245"
"Daawat E Sultan","37"
"Santa Banta Story","7755"
"Al Nizami Restaurant","426"
"NOODLES LOVER","7269"
"Royal rolls hub","50343"
"Home like food","528"
"Diana Food Junction","37"
"Pandya Ice World","514"
"The Palette","185"
"Bicycle Thieves Cafe","65"
"LOW BUDGET CURRY POINT","523"
"Mansoori chicken biryani","1458"
"Hut Kitchen","139"
"Aanchal Dhaba","463"
"Bunny burgers","139"
"Muskaan Fast Food","2403"
"Shawarma N Grill","356"
"JK Omlette","41880"
"The Chinese Junction","333"
"Pinds of Punjab","824"
"WeDesi Shawarma","255"
"TANDOORI NIGHT","3065"
"Trippy Pav Cafe","1213"
"BASANT MESS","8861"
"A2M DHABA","93"
"PizzaExpress","2467"
"Shree Khodiyar Kathiyawadi Dhaba","34801"
"Dum Burger","26060"
"SS BIRIYANI & FAST FOODS","83"
"Oven Story Pizzeria","194"
"Snack Bowl","551"
"City center","324"
"SINDHI RASOI","1875"
"Milkshakes of Factory","83"
"Bangalore Thatte Idly (BTI)","1819"
"AGGARWAL SWEET CORNER","1477"
"Dr. Diet - Daily Healthy Diet","495"
"Hudson Chinese","35759"
"SHRI BALAJI PARANTHA CORNER","259"
"REE STORY","22907"
"Nawabi Mughlai","843"
"SILVER SPOON RESTRO","1736"
"New TAJ BRIYANI","389"
"AMIGAS VENTURES","162"
"Agra Petha Store","435"
"The Asian Street","171"
"Thickshake N Ice Cream","125"
"Manila Brewery","0"
"Sunset desire","324"
"Maharaj Dalvada","458"
"HAVMOUR ICE CREAM PARLOUR","157"
"Meezan Pizza","111"
"Unlocal Fries","37704"
"United Burgers of Punjab","319"
"Punjabiya di Hatti","1269"
"Amul Ice Cream Bigbite","227"
"Maa Durga Fast Food","20000"
"PARANTHA AND PICKLES P&P","65"
"Awadhi Central","167"
"Desi Ghee Curries","6065"
"SRI VINAYAKA FOODS","3847"
"Bistro Claytopia","9088"
"Pings Bia Hoi","93"
"Made n Cloud","694"
"Wafcafe","375"
"Ever green Restaurant and Bar","528"
"Cupsandcakes","116"
"AMBUR DUM BIRIYANI","29047"
"Arnon Flames","296"
"The Tower Burger","56"
"Anmol Chicken Corner","3157"
"Siddhi live cake","2440"
"ARA RASOI","1639"
"Sogarwal Miasthan Bhabndar","1745"
"2 Bro Cafe","1861"
"Xero Degrees Ahmedabad","1356"
"Hotel Sakthi Tiffin Center","23917"
"The Empire Juice Shop","34209"
"Donne Biryani Zone","380"
"Lassi di hatti","2176"
"Kebab Ghar","6713"
"HITECH ANGARA","69"
"Chawla's 2 -Sector 22 A","167"
"Haanji Amritsari Kulchas","486"
"Happinezz Village","5218"
"ONE BITE   -Hubli","463"
"The Millionaire Parantha & Pakora","1194"
"Akshaya veg and non veg curry point","426"
"MANASA BIRIYANI","588"
"Sandwich Eats","1681"
"Mr & Mitts Bakery","3352"
"ALAKNANDA SAGAR RESTAURANT","1778"
"Namaste Chandigarh","125"
"GURBERS","2347"
"MUMMYS KITCHEN","241"
"Truffle Story","1866"
"Siddiq kabab center","519"
"Check Bite","1347"
"DIMSUM BOX (Sector 7)","1319"
"Go foodies","139"
"Krishna tiffin service","102"
"IFC (Indian Fried Chicken)","1713"
"COASTAL CHOPS","2787"
"The Masala Curry","157"
"KARAVALI LEELA","79"
"METRO BOWL","296"
"LAUNG LAACHI","14093"
"MOMOZED","412"
"SHYAM HOTEL","5389"
"Amino's - Your daily Protein","1458"
"Anupam Sweets & Restaurant","431"
"Teri Mauj Burger Point","259"
"Grills And Buns","25278"
"South Indian Chettinad restaurant","1181"
"Green Olive Restaurant","704"
"Parotta Factory","3958"
"Kesari Restaurant","282"
"Celebrations Cafe & Patisserie","278"
"Donne Biriyani Corner","42445"
"GUPTA FAST FOOD","16204"
"Sajjan Bekaries","2782"
"Pratham Banqute","4616"
"THE REAL DRUMS OF HEAVEN","199"
"KARUMBUR BIRIYANI","111"
"Arabic Biriyani","5981"
"Pizza King Express","208"
"Champaran Mutton & Chicken Since 2009","7148"
"Mughal Darbar Biryani House","10435"
"BABAI HOTEL","1342"
"Santosh Bhel","1333"
"Sugar Shakers by Neha Tomar","71528"
"Udupi Nalapaka","190"
"Ali karims food","11106"
"Amaira","3088"
"dawat ae biryani","315"
"TAJ","3171"
"The BRB Cafe","2690"
"Tasty Blossom Restaurant","7208"
"Ci Gusta!","222"
"Los Pollos Hermanos","574"
"The TWINS, Cakes & Biryani","6958"
"Kava - Fairfield by Marriott Whitefield","4801"
"FOODIE DELIGHT","20667"
"Jugy's Waffles & Shakes","301"
"Tha juice factory","35907"
"Shahi Muradabadi Chicken Biryani","343"
"CHIP N DIP","8231"
"Shyam Sandwich","625"
"AMARAVATHI BIRYANI BAZAAR","583"
"ROLLS WALA","4963"
"FOODROZZ","153"
"Shivans Smriti Food Plaza","5287"
"Vishnu Mess","602"
"ZIYAFATH","28236"
"BOBBY KA VEG DHABA (Amritsarwala)","204"
"MUGAL DARBAR","22657"
"Juice Truk","5065"
"Fruit Bar","329"
"Cafe Bir","329"
"Rajput Chat Bhandar","3991"
"Hand Toss Pizza Expert","120"
"Royal chicken centre","389"
"Wincrust Eats","204"
"aachi v2 saapadu","222"
"Sidewalk Bar & Kitchen","440"
"BIRIYANI EXPRESS","69"
"Cafe Nukkad","5537"
"Arabian hut","278"
"Odisha Food Court","6593"
"Vittlebox","431"
"CAKE LAND","269"
"Gochujang","255"
"Jain Flavours","1551"
"Shri Krishna resturant","5194"
"Makhni Brothers","173018"
"Burger Buzz","4050"
"Zaika Kitchen","185"
"Puran Chand Ambala Wale Di Hatti","51"
"Cafe 27","79"
"The Kb Fish And Chicken","1245"
"Vasireddy Swagruha Foods (Kavuri Hills)","148"
"Food Bond","157"
"Mistaan Sweets and Chaats","764"
"A FOOD ZONE","366"
"Madhuwan Sweets","250"
"Donne Biryani Mandi","7093"
"Marwari Rasoi","10435"
"Mr. Chop Shop","421"
"Eat N Joy Fast Food (Centre Point)","866"
"Orange Food Court","440"
